# q=  0.10000000E-02  0.00000000E+00  0.00000000E+00  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
      78     -0.12498749E-01     -0.12747606E-01     -0.11366958E-02     -0.76840957E-02
      79     -0.12503149E-01     -0.12747606E-01     -0.11410392E-02     -0.76840957E-02
      80     -0.12507566E-01     -0.12747606E-01     -0.11453576E-02     -0.76840957E-02
      81     -0.12510792E-01     -0.12747606E-01     -0.11496169E-02     -0.76840957E-02
      82     -0.12514052E-01     -0.12747606E-01     -0.11538602E-02     -0.76840957E-02
      83     -0.12517081E-01     -0.12747606E-01     -0.11578961E-02     -0.76840957E-02
      84     -0.12520107E-01     -0.12747606E-01     -0.11619024E-02     -0.76840957E-02
      85     -0.12523132E-01     -0.12747606E-01     -0.11655944E-02     -0.76840957E-02
      86     -0.12526108E-01     -0.12747606E-01     -0.11692645E-02     -0.76840957E-02
      87     -0.12528692E-01     -0.12747606E-01     -0.11728570E-02     -0.76840957E-02
      88     -0.12531282E-01     -0.12747606E-01     -0.11765270E-02     -0.76840957E-02
      89     -0.12533931E-01     -0.12747606E-01     -0.11802397E-02     -0.76840957E-02
      90     -0.12536528E-01     -0.12747606E-01     -0.11839228E-02     -0.76840957E-02
      91     -0.12538551E-01     -0.12747606E-01     -0.11870612E-02     -0.76840957E-02
      92     -0.12540569E-01     -0.12747606E-01     -0.11902198E-02     -0.76840957E-02
      93     -0.12543403E-01     -0.12747606E-01     -0.11941902E-02     -0.76840957E-02
      94     -0.12546115E-01     -0.12747606E-01     -0.11980673E-02     -0.76840957E-02
      95     -0.12548245E-01     -0.12747606E-01     -0.12014645E-02     -0.76840957E-02
      96     -0.12550338E-01     -0.12747606E-01     -0.12048746E-02     -0.76840957E-02
      97     -0.12552749E-01     -0.12747606E-01     -0.12088577E-02     -0.76840957E-02
      98     -0.12555105E-01     -0.12747606E-01     -0.12128262E-02     -0.76840957E-02
      99     -0.12556873E-01     -0.12747606E-01     -0.12162828E-02     -0.76840957E-02
     100     -0.12558596E-01     -0.12747606E-01     -0.12197199E-02     -0.76840957E-02
     101     -0.12560372E-01     -0.12747606E-01     -0.12234790E-02     -0.76840957E-02
     102     -0.12562204E-01     -0.12747606E-01     -0.12273976E-02     -0.76840957E-02
     103     -0.12563643E-01     -0.12747606E-01     -0.12309876E-02     -0.76840957E-02
     104     -0.12565060E-01     -0.12747606E-01     -0.12345631E-02     -0.76840957E-02
     105     -0.12566488E-01     -0.12747606E-01     -0.12380662E-02     -0.76840957E-02
     106     -0.12567942E-01     -0.12747606E-01     -0.12416716E-02     -0.76840957E-02
     107     -0.12569165E-01     -0.12747606E-01     -0.12450511E-02     -0.76840957E-02
     108     -0.12570403E-01     -0.12747606E-01     -0.12484091E-02     -0.76840957E-02
     109     -0.12571688E-01     -0.12747606E-01     -0.12517528E-02     -0.76840957E-02
     110     -0.12572986E-01     -0.12747606E-01     -0.12551308E-02     -0.76840957E-02
     111     -0.12574241E-01     -0.12747606E-01     -0.12584109E-02     -0.76840957E-02
     112     -0.12575489E-01     -0.12747606E-01     -0.12616712E-02     -0.76840957E-02
     113     -0.12579697E-01     -0.12747606E-01     -0.12738787E-02     -0.76840957E-02
     114     -0.12585494E-01     -0.12747606E-01     -0.12931120E-02     -0.76840957E-02
     115     -0.12589210E-01     -0.12747606E-01     -0.13065089E-02     -0.76840957E-02
     116     -0.12592592E-01     -0.12747606E-01     -0.13189042E-02     -0.76840957E-02
     117     -0.12596631E-01     -0.12747606E-01     -0.13378511E-02     -0.76840957E-02
     118     -0.12600179E-01     -0.12747606E-01     -0.13558548E-02     -0.76840957E-02
     119     -0.12602935E-01     -0.12747606E-01     -0.13745684E-02     -0.76840957E-02
     120     -0.12605463E-01     -0.12747606E-01     -0.13940387E-02     -0.76840957E-02
     121     -0.12607769E-01     -0.12747606E-01     -0.14120886E-02     -0.76840957E-02
     122     -0.12610042E-01     -0.12747606E-01     -0.14290380E-02     -0.76840957E-02
     123     -0.12612252E-01     -0.12747606E-01     -0.14453675E-02     -0.76840957E-02
     124     -0.12614225E-01     -0.12747606E-01     -0.14620287E-02     -0.76840957E-02
     125     -0.12616102E-01     -0.12747606E-01     -0.14783761E-02     -0.76840957E-02
     126     -0.12617819E-01     -0.12747606E-01     -0.14948666E-02     -0.76840957E-02
     127     -0.12620030E-01     -0.12747606E-01     -0.15182388E-02     -0.76840957E-02
     128     -0.12622082E-01     -0.12747606E-01     -0.15476572E-02     -0.76840957E-02
     129     -0.12623974E-01     -0.12747606E-01     -0.15718239E-02     -0.76840957E-02
     130     -0.12625869E-01     -0.12747606E-01     -0.15967977E-02     -0.76840957E-02
     131     -0.12627612E-01     -0.12747606E-01     -0.16198633E-02     -0.76840957E-02
     132     -0.12628832E-01     -0.12747606E-01     -0.16365298E-02     -0.76840957E-02
     133     -0.12630321E-01     -0.12747606E-01     -0.16586909E-02     -0.76840957E-02
     134     -0.12631684E-01     -0.12747606E-01     -0.16842589E-02     -0.76840957E-02
     135     -0.12633283E-01     -0.12747606E-01     -0.17162481E-02     -0.76840957E-02
     136     -0.12634523E-01     -0.12747606E-01     -0.17392744E-02     -0.76840957E-02
     137     -0.12635596E-01     -0.12747606E-01     -0.17633629E-02     -0.76840957E-02
     138     -0.12636909E-01     -0.12747606E-01     -0.17918993E-02     -0.76840957E-02
     139     -0.12638180E-01     -0.12747606E-01     -0.18221513E-02     -0.76840957E-02
     140     -0.12639502E-01     -0.12747606E-01     -0.18492844E-02     -0.76840957E-02
     141     -0.12640779E-01     -0.12747606E-01     -0.18771384E-02     -0.76840957E-02
     142     -0.12642212E-01     -0.12747606E-01     -0.19139582E-02     -0.76840957E-02
     143     -0.12643470E-01     -0.12747606E-01     -0.19449527E-02     -0.76840957E-02
     144     -0.12644807E-01     -0.12747606E-01     -0.19762187E-02     -0.76840957E-02
     145     -0.12646183E-01     -0.12747606E-01     -0.20092460E-02     -0.76840957E-02
     146     -0.12647495E-01     -0.12747606E-01     -0.20436693E-02     -0.76840957E-02
     147     -0.12648971E-01     -0.12747606E-01     -0.20800092E-02     -0.76840957E-02
     148     -0.12650441E-01     -0.12747606E-01     -0.21199018E-02     -0.76840957E-02
     149     -0.12651812E-01     -0.12747606E-01     -0.21598858E-02     -0.76840957E-02
     150     -0.12653157E-01     -0.12747606E-01     -0.21998560E-02     -0.76840957E-02
     151     -0.12654469E-01     -0.12747606E-01     -0.22401429E-02     -0.76840957E-02
     152     -0.12655743E-01     -0.12747606E-01     -0.22801009E-02     -0.76840957E-02
     153     -0.12657193E-01     -0.12747606E-01     -0.23264986E-02     -0.76840957E-02
     154     -0.12658726E-01     -0.12747606E-01     -0.23692265E-02     -0.76840957E-02
     155     -0.12660131E-01     -0.12747606E-01     -0.24108508E-02     -0.76840957E-02
     156     -0.12661550E-01     -0.12747606E-01     -0.24542916E-02     -0.76840957E-02
     157     -0.12662949E-01     -0.12747606E-01     -0.24932656E-02     -0.76840957E-02
     158     -0.12664597E-01     -0.12747606E-01     -0.25478791E-02     -0.76840957E-02
     159     -0.12666046E-01     -0.12747606E-01     -0.26027424E-02     -0.76840957E-02
     160     -0.12667574E-01     -0.12747606E-01     -0.26500215E-02     -0.76840957E-02
     161     -0.12669163E-01     -0.12747606E-01     -0.26949869E-02     -0.76840957E-02
     162     -0.12670674E-01     -0.12747606E-01     -0.27434553E-02     -0.76840957E-02
     163     -0.12672224E-01     -0.12747606E-01     -0.27878311E-02     -0.76840957E-02
     164     -0.12673939E-01     -0.12747606E-01     -0.28449537E-02     -0.76840957E-02
     165     -0.12675590E-01     -0.12747606E-01     -0.29141875E-02     -0.76840957E-02
     166     -0.12677420E-01     -0.12747606E-01     -0.29710949E-02     -0.76840957E-02
     167     -0.12679128E-01     -0.12747606E-01     -0.30243746E-02     -0.76840957E-02
     168     -0.12680898E-01     -0.12747606E-01     -0.30771004E-02     -0.76840957E-02
     169     -0.12682812E-01     -0.12747606E-01     -0.31278880E-02     -0.76840957E-02
     170     -0.12684730E-01     -0.12747606E-01     -0.31900126E-02     -0.76840957E-02
     171     -0.12686639E-01     -0.12747606E-01     -0.32586047E-02     -0.76840957E-02
     172     -0.12688354E-01     -0.12747606E-01     -0.33158872E-02     -0.76840957E-02
     173     -0.12690117E-01     -0.12747606E-01     -0.33739868E-02     -0.76840957E-02
     174     -0.12691773E-01     -0.12747606E-01     -0.34322222E-02     -0.76840957E-02
     175     -0.12693523E-01     -0.12747606E-01     -0.34998381E-02     -0.76840957E-02
     176     -0.12695459E-01     -0.12747606E-01     -0.35631861E-02     -0.76840957E-02
     177     -0.12697387E-01     -0.12747606E-01     -0.36300634E-02     -0.76840957E-02
     178     -0.12699203E-01     -0.12747606E-01     -0.36925220E-02     -0.76840957E-02
     179     -0.12700980E-01     -0.12747606E-01     -0.37584980E-02     -0.76840957E-02
     180     -0.12702671E-01     -0.12747606E-01     -0.38272981E-02     -0.76840957E-02
     181     -0.12704551E-01     -0.12747606E-01     -0.38962568E-02     -0.76840957E-02
     182     -0.12706198E-01     -0.12747606E-01     -0.39648229E-02     -0.76840957E-02
     183     -0.12707881E-01     -0.12747606E-01     -0.40313197E-02     -0.76840957E-02
     184     -0.12709579E-01     -0.12747606E-01     -0.40922058E-02     -0.76840957E-02
     185     -0.12711230E-01     -0.12747606E-01     -0.41584063E-02     -0.76840957E-02
     186     -0.12712911E-01     -0.12747606E-01     -0.42179764E-02     -0.76840957E-02
     187     -0.12714480E-01     -0.12747606E-01     -0.42832637E-02     -0.76840957E-02
     188     -0.12716255E-01     -0.12747606E-01     -0.43489562E-02     -0.76840957E-02
     189     -0.12717697E-01     -0.12747606E-01     -0.44088281E-02     -0.76840957E-02
     190     -0.12719084E-01     -0.12747606E-01     -0.44699447E-02     -0.76840957E-02
     191     -0.12720413E-01     -0.12747606E-01     -0.45302082E-02     -0.76840957E-02
     192     -0.12721768E-01     -0.12747606E-01     -0.45974256E-02     -0.76840957E-02
     193     -0.12723079E-01     -0.12747606E-01     -0.46602523E-02     -0.76840957E-02
     194     -0.12724507E-01     -0.12747606E-01     -0.47207237E-02     -0.76840957E-02
     195     -0.12725781E-01     -0.12747606E-01     -0.47775956E-02     -0.76840957E-02
     196     -0.12726918E-01     -0.12747606E-01     -0.48329023E-02     -0.76840957E-02
     197     -0.12728085E-01     -0.12747606E-01     -0.48961292E-02     -0.76840957E-02
     198     -0.12729154E-01     -0.12747606E-01     -0.49512938E-02     -0.76840957E-02
     199     -0.12730211E-01     -0.12747606E-01     -0.50015509E-02     -0.76840957E-02
     200     -0.12731293E-01     -0.12747606E-01     -0.50508927E-02     -0.76840957E-02
     201     -0.12732357E-01     -0.12747606E-01     -0.50994547E-02     -0.76840957E-02
     202     -0.12733306E-01     -0.12747606E-01     -0.51477177E-02     -0.76840957E-02
     203     -0.12734404E-01     -0.12747606E-01     -0.51949143E-02     -0.76840957E-02
     204     -0.12735290E-01     -0.12747606E-01     -0.52370324E-02     -0.76840957E-02
     205     -0.12736032E-01     -0.12747606E-01     -0.52760863E-02     -0.76840957E-02
     206     -0.12736763E-01     -0.12747606E-01     -0.53139866E-02     -0.76840957E-02
     207     -0.12737474E-01     -0.12747606E-01     -0.53490161E-02     -0.76840957E-02
     208     -0.12738134E-01     -0.12747606E-01     -0.53825821E-02     -0.76840957E-02
     209     -0.12738711E-01     -0.12747606E-01     -0.54141093E-02     -0.76840957E-02
     210     -0.12739242E-01     -0.12747606E-01     -0.54416138E-02     -0.76840957E-02
     211     -0.12739757E-01     -0.12747606E-01     -0.54665166E-02     -0.76840957E-02
     212     -0.12740221E-01     -0.12747606E-01     -0.54926793E-02     -0.76840957E-02
     213     -0.12740631E-01     -0.12747606E-01     -0.55157823E-02     -0.76840957E-02
     214     -0.12741047E-01     -0.12747606E-01     -0.55371614E-02     -0.76840957E-02
     215     -0.12741436E-01     -0.12747606E-01     -0.55579096E-02     -0.76840957E-02
     216     -0.12741810E-01     -0.12747606E-01     -0.55776996E-02     -0.76840957E-02
     217     -0.12742142E-01     -0.12747606E-01     -0.55941858E-02     -0.76840957E-02
     218     -0.12742421E-01     -0.12747606E-01     -0.56110736E-02     -0.76840957E-02
     219     -0.12742662E-01     -0.12747606E-01     -0.56282942E-02     -0.76840957E-02
     220     -0.12742870E-01     -0.12747606E-01     -0.56427344E-02     -0.76840957E-02
     221     -0.12743067E-01     -0.12747606E-01     -0.56569966E-02     -0.76840957E-02
     222     -0.12743246E-01     -0.12747606E-01     -0.56718631E-02     -0.76840957E-02
     223     -0.12743403E-01     -0.12747606E-01     -0.56857773E-02     -0.76840957E-02
     224     -0.12743533E-01     -0.12747606E-01     -0.56981988E-02     -0.76840957E-02
     225     -0.12743647E-01     -0.12747606E-01     -0.57109867E-02     -0.76840957E-02
     226     -0.12743750E-01     -0.12747606E-01     -0.57238753E-02     -0.76840957E-02
     227     -0.12743835E-01     -0.12747606E-01     -0.57360324E-02     -0.76840957E-02
     228     -0.12743917E-01     -0.12747606E-01     -0.57473121E-02     -0.76840957E-02
     229     -0.12743981E-01     -0.12747606E-01     -0.57590239E-02     -0.76840957E-02
     230     -0.12744029E-01     -0.12747606E-01     -0.57700812E-02     -0.76840957E-02
     231     -0.12744070E-01     -0.12747606E-01     -0.57808534E-02     -0.76840957E-02
     232     -0.12744101E-01     -0.12747606E-01     -0.57907935E-02     -0.76840957E-02
     233     -0.12744126E-01     -0.12747606E-01     -0.58009701E-02     -0.76840957E-02
     234     -0.12744146E-01     -0.12747606E-01     -0.58109960E-02     -0.76840957E-02
     235     -0.12744161E-01     -0.12747606E-01     -0.58199286E-02     -0.76840957E-02
     236     -0.12744172E-01     -0.12747606E-01     -0.58290755E-02     -0.76840957E-02
     237     -0.12744180E-01     -0.12747606E-01     -0.58376827E-02     -0.76840957E-02
     238     -0.12744185E-01     -0.12747606E-01     -0.58463004E-02     -0.76840957E-02
     239     -0.12744189E-01     -0.12747606E-01     -0.58545681E-02     -0.76840957E-02
     240     -0.12744192E-01     -0.12747606E-01     -0.58627228E-02     -0.76840957E-02
     241     -0.12744194E-01     -0.12747606E-01     -0.58697865E-02     -0.76840957E-02
     242     -0.12744195E-01     -0.12747606E-01     -0.58774321E-02     -0.76840957E-02
     243     -0.12744196E-01     -0.12747606E-01     -0.58843201E-02     -0.76840957E-02
     244     -0.12744197E-01     -0.12747606E-01     -0.58904109E-02     -0.76840957E-02
     245     -0.12744198E-01     -0.12747606E-01     -0.58967716E-02     -0.76840957E-02
     246     -0.12744199E-01     -0.12747606E-01     -0.59025509E-02     -0.76840957E-02
     247     -0.12744200E-01     -0.12747606E-01     -0.59075729E-02     -0.76840957E-02
     248     -0.12744202E-01     -0.12747606E-01     -0.59124172E-02     -0.76840957E-02
     249     -0.12744204E-01     -0.12747606E-01     -0.59175094E-02     -0.76840957E-02
     250     -0.12744205E-01     -0.12747606E-01     -0.59215478E-02     -0.76840957E-02
     251     -0.12744207E-01     -0.12747606E-01     -0.59254786E-02     -0.76840957E-02
     252     -0.12744209E-01     -0.12747606E-01     -0.59292926E-02     -0.76840957E-02
 
# q=  0.00000000E+00  0.70833333E+00  0.00000000E+00  (qpt 18)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.17707173E-02     -0.11288839E-01     -0.10855550E-03     -0.77240139E-02
       2     -0.35154655E-02     -0.11288839E-01     -0.21294480E-03     -0.77240139E-02
       3     -0.47237097E-02     -0.11288839E-01     -0.32386691E-03     -0.77240139E-02
       4     -0.58411777E-02     -0.11288839E-01     -0.42821510E-03     -0.77240139E-02
       5     -0.67022839E-02     -0.11288839E-01     -0.50939271E-03     -0.77240139E-02
       6     -0.74874741E-02     -0.11288839E-01     -0.59081747E-03     -0.77240139E-02
       7     -0.80631710E-02     -0.11288839E-01     -0.66895804E-03     -0.77240139E-02
       8     -0.86055410E-02     -0.11288839E-01     -0.74658005E-03     -0.77240139E-02
       9     -0.88187696E-02     -0.11288839E-01     -0.76408543E-03     -0.77240139E-02
      10     -0.90207139E-02     -0.11288839E-01     -0.78105857E-03     -0.77240139E-02
      11     -0.91201853E-02     -0.11288839E-01     -0.79018352E-03     -0.77240139E-02
      12     -0.92125022E-02     -0.11288839E-01     -0.79919594E-03     -0.77240139E-02
      13     -0.93116009E-02     -0.11288839E-01     -0.80625660E-03     -0.77240139E-02
      14     -0.94098740E-02     -0.11288839E-01     -0.81318260E-03     -0.77240139E-02
      15     -0.95214516E-02     -0.11288839E-01     -0.82480332E-03     -0.77240139E-02
      16     -0.96330580E-02     -0.11288839E-01     -0.83657741E-03     -0.77240139E-02
      17     -0.96906647E-02     -0.11288839E-01     -0.84138120E-03     -0.77240139E-02
      18     -0.97485648E-02     -0.11288839E-01     -0.84602761E-03     -0.77240139E-02
      19     -0.98265711E-02     -0.11288839E-01     -0.85508366E-03     -0.77240139E-02
      20     -0.98994535E-02     -0.11288839E-01     -0.86434951E-03     -0.77240139E-02
      21     -0.10000111E-01     -0.11288839E-01     -0.87359199E-03     -0.77240139E-02
      22     -0.10102371E-01     -0.11288839E-01     -0.88283031E-03     -0.77240139E-02
      23     -0.10185623E-01     -0.11288839E-01     -0.89272381E-03     -0.77240139E-02
      24     -0.10269676E-01     -0.11288839E-01     -0.90336873E-03     -0.77240139E-02
      25     -0.10308328E-01     -0.11288839E-01     -0.90931593E-03     -0.77240139E-02
      26     -0.10344044E-01     -0.11288839E-01     -0.91504375E-03     -0.77240139E-02
      27     -0.10405393E-01     -0.11288839E-01     -0.92498442E-03     -0.77240139E-02
      28     -0.10469030E-01     -0.11288839E-01     -0.93534828E-03     -0.77240139E-02
      29     -0.10517033E-01     -0.11288839E-01     -0.94424041E-03     -0.77240139E-02
      30     -0.10567169E-01     -0.11288839E-01     -0.95324451E-03     -0.77240139E-02
      31     -0.10599196E-01     -0.11288839E-01     -0.96031498E-03     -0.77240139E-02
      32     -0.10630735E-01     -0.11288839E-01     -0.96811941E-03     -0.77240139E-02
      33     -0.10661697E-01     -0.11288839E-01     -0.97716413E-03     -0.77240139E-02
      34     -0.10693158E-01     -0.11288839E-01     -0.98652715E-03     -0.77240139E-02
      35     -0.10723434E-01     -0.11288839E-01     -0.99322435E-03     -0.77240139E-02
      36     -0.10754152E-01     -0.11288839E-01     -0.10000754E-02     -0.77240139E-02
      37     -0.10772984E-01     -0.11288839E-01     -0.10052213E-02     -0.77240139E-02
      38     -0.10793069E-01     -0.11288839E-01     -0.10106853E-02     -0.77240139E-02
      39     -0.10811796E-01     -0.11288839E-01     -0.10161658E-02     -0.77240139E-02
      40     -0.10830318E-01     -0.11288839E-01     -0.10217115E-02     -0.77240139E-02
      41     -0.10845906E-01     -0.11288839E-01     -0.10263407E-02     -0.77240139E-02
      42     -0.10860899E-01     -0.11288839E-01     -0.10308089E-02     -0.77240139E-02
      43     -0.10876952E-01     -0.11288839E-01     -0.10369536E-02     -0.77240139E-02
      44     -0.10893546E-01     -0.11288839E-01     -0.10435020E-02     -0.77240139E-02
      45     -0.10908513E-01     -0.11288839E-01     -0.10490094E-02     -0.77240139E-02
      46     -0.10923239E-01     -0.11288839E-01     -0.10544813E-02     -0.77240139E-02
      47     -0.10933949E-01     -0.11288839E-01     -0.10590341E-02     -0.77240139E-02
      48     -0.10943945E-01     -0.11288839E-01     -0.10636816E-02     -0.77240139E-02
      49     -0.10955287E-01     -0.11288839E-01     -0.10685011E-02     -0.77240139E-02
      50     -0.10967066E-01     -0.11288839E-01     -0.10733943E-02     -0.77240139E-02
      51     -0.10974749E-01     -0.11288839E-01     -0.10776004E-02     -0.77240139E-02
      52     -0.10982082E-01     -0.11288839E-01     -0.10817515E-02     -0.77240139E-02
      53     -0.10991314E-01     -0.11288839E-01     -0.10858265E-02     -0.77240139E-02
      54     -0.11000641E-01     -0.11288839E-01     -0.10899280E-02     -0.77240139E-02
      55     -0.11006555E-01     -0.11288839E-01     -0.10935449E-02     -0.77240139E-02
      56     -0.11012667E-01     -0.11288839E-01     -0.10972372E-02     -0.77240139E-02
      57     -0.11017607E-01     -0.11288839E-01     -0.11007842E-02     -0.77240139E-02
      58     -0.11022604E-01     -0.11288839E-01     -0.11044181E-02     -0.77240139E-02
      59     -0.11028944E-01     -0.11288839E-01     -0.11085905E-02     -0.77240139E-02
      60     -0.11035172E-01     -0.11288839E-01     -0.11128607E-02     -0.77240139E-02
      61     -0.11039537E-01     -0.11288839E-01     -0.11165245E-02     -0.77240139E-02
      62     -0.11044055E-01     -0.11288839E-01     -0.11202872E-02     -0.77240139E-02
      63     -0.11049531E-01     -0.11288839E-01     -0.11241643E-02     -0.77240139E-02
      64     -0.11054814E-01     -0.11288839E-01     -0.11280243E-02     -0.77240139E-02
      65     -0.11059151E-01     -0.11288839E-01     -0.11319778E-02     -0.77240139E-02
      66     -0.11063341E-01     -0.11288839E-01     -0.11359168E-02     -0.77240139E-02
      67     -0.11068891E-01     -0.11288839E-01     -0.11406309E-02     -0.77240139E-02
      68     -0.11074669E-01     -0.11288839E-01     -0.11453651E-02     -0.77240139E-02
      69     -0.11078410E-01     -0.11288839E-01     -0.11492310E-02     -0.77240139E-02
      70     -0.11082173E-01     -0.11288839E-01     -0.11531282E-02     -0.77240139E-02
      71     -0.11086352E-01     -0.11288839E-01     -0.11574369E-02     -0.77240139E-02
      72     -0.11090307E-01     -0.11288839E-01     -0.11615774E-02     -0.77240139E-02
      73     -0.11093249E-01     -0.11288839E-01     -0.11651211E-02     -0.77240139E-02
      74     -0.11096153E-01     -0.11288839E-01     -0.11688232E-02     -0.77240139E-02
      75     -0.11099724E-01     -0.11288839E-01     -0.11737834E-02     -0.77240139E-02
      76     -0.11103426E-01     -0.11288839E-01     -0.11787412E-02     -0.77240139E-02
      77     -0.11105851E-01     -0.11288839E-01     -0.11823037E-02     -0.77240139E-02
      78     -0.11108270E-01     -0.11288839E-01     -0.11858833E-02     -0.77240139E-02
      79     -0.11111146E-01     -0.11288839E-01     -0.11907985E-02     -0.77240139E-02
      80     -0.11114032E-01     -0.11288839E-01     -0.11956474E-02     -0.77240139E-02
      81     -0.11116160E-01     -0.11288839E-01     -0.11995887E-02     -0.77240139E-02
      82     -0.11118314E-01     -0.11288839E-01     -0.12035022E-02     -0.77240139E-02
      83     -0.11120286E-01     -0.11288839E-01     -0.12076312E-02     -0.77240139E-02
      84     -0.11122255E-01     -0.11288839E-01     -0.12117363E-02     -0.77240139E-02
      85     -0.11124208E-01     -0.11288839E-01     -0.12154877E-02     -0.77240139E-02
      86     -0.11126130E-01     -0.11288839E-01     -0.12191786E-02     -0.77240139E-02
      87     -0.11127804E-01     -0.11288839E-01     -0.12226443E-02     -0.77240139E-02
      88     -0.11129478E-01     -0.11288839E-01     -0.12262557E-02     -0.77240139E-02
      89     -0.11131212E-01     -0.11288839E-01     -0.12301845E-02     -0.77240139E-02
      90     -0.11132911E-01     -0.11288839E-01     -0.12340247E-02     -0.77240139E-02
      91     -0.11134243E-01     -0.11288839E-01     -0.12370323E-02     -0.77240139E-02
      92     -0.11135570E-01     -0.11288839E-01     -0.12400799E-02     -0.77240139E-02
      93     -0.11137453E-01     -0.11288839E-01     -0.12446468E-02     -0.77240139E-02
      94     -0.11139254E-01     -0.11288839E-01     -0.12490215E-02     -0.77240139E-02
      95     -0.11140653E-01     -0.11288839E-01     -0.12525301E-02     -0.77240139E-02
      96     -0.11142027E-01     -0.11288839E-01     -0.12560149E-02     -0.77240139E-02
      97     -0.11143611E-01     -0.11288839E-01     -0.12602942E-02     -0.77240139E-02
      98     -0.11145165E-01     -0.11288839E-01     -0.12644760E-02     -0.77240139E-02
      99     -0.11146327E-01     -0.11288839E-01     -0.12677593E-02     -0.77240139E-02
     100     -0.11147459E-01     -0.11288839E-01     -0.12710044E-02     -0.77240139E-02
     101     -0.11148643E-01     -0.11288839E-01     -0.12746784E-02     -0.77240139E-02
     102     -0.11149865E-01     -0.11288839E-01     -0.12785064E-02     -0.77240139E-02
     103     -0.11150825E-01     -0.11288839E-01     -0.12819242E-02     -0.77240139E-02
     104     -0.11151771E-01     -0.11288839E-01     -0.12853232E-02     -0.77240139E-02
     105     -0.11152735E-01     -0.11288839E-01     -0.12888746E-02     -0.77240139E-02
     106     -0.11153716E-01     -0.11288839E-01     -0.12925803E-02     -0.77240139E-02
     107     -0.11154541E-01     -0.11288839E-01     -0.12957377E-02     -0.77240139E-02
     108     -0.11155376E-01     -0.11288839E-01     -0.12989248E-02     -0.77240139E-02
     109     -0.11156246E-01     -0.11288839E-01     -0.13022125E-02     -0.77240139E-02
     110     -0.11157124E-01     -0.11288839E-01     -0.13055254E-02     -0.77240139E-02
     111     -0.11157984E-01     -0.11288839E-01     -0.13087224E-02     -0.77240139E-02
     112     -0.11158838E-01     -0.11288839E-01     -0.13118981E-02     -0.77240139E-02
     113     -0.11161693E-01     -0.11288839E-01     -0.13245986E-02     -0.77240139E-02
     114     -0.11165696E-01     -0.11288839E-01     -0.13437492E-02     -0.77240139E-02
     115     -0.11168336E-01     -0.11288839E-01     -0.13583501E-02     -0.77240139E-02
     116     -0.11170707E-01     -0.11288839E-01     -0.13719773E-02     -0.77240139E-02
     117     -0.11173574E-01     -0.11288839E-01     -0.13912195E-02     -0.77240139E-02
     118     -0.11176113E-01     -0.11288839E-01     -0.14101109E-02     -0.77240139E-02
     119     -0.11178135E-01     -0.11288839E-01     -0.14266242E-02     -0.77240139E-02
     120     -0.11179997E-01     -0.11288839E-01     -0.14432649E-02     -0.77240139E-02
     121     -0.11181713E-01     -0.11288839E-01     -0.14591167E-02     -0.77240139E-02
     122     -0.11183400E-01     -0.11288839E-01     -0.14765040E-02     -0.77240139E-02
     123     -0.11185055E-01     -0.11288839E-01     -0.14941632E-02     -0.77240139E-02
     124     -0.11186531E-01     -0.11288839E-01     -0.15112229E-02     -0.77240139E-02
     125     -0.11187937E-01     -0.11288839E-01     -0.15280543E-02     -0.77240139E-02
     126     -0.11189223E-01     -0.11288839E-01     -0.15454292E-02     -0.77240139E-02
     127     -0.11190904E-01     -0.11288839E-01     -0.15692093E-02     -0.77240139E-02
     128     -0.11192454E-01     -0.11288839E-01     -0.15920932E-02     -0.77240139E-02
     129     -0.11193886E-01     -0.11288839E-01     -0.16145883E-02     -0.77240139E-02
     130     -0.11195316E-01     -0.11288839E-01     -0.16396418E-02     -0.77240139E-02
     131     -0.11196629E-01     -0.11288839E-01     -0.16642534E-02     -0.77240139E-02
     132     -0.11197550E-01     -0.11288839E-01     -0.16830339E-02     -0.77240139E-02
     133     -0.11198676E-01     -0.11288839E-01     -0.17065133E-02     -0.77240139E-02
     134     -0.11199705E-01     -0.11288839E-01     -0.17300687E-02     -0.77240139E-02
     135     -0.11200913E-01     -0.11288839E-01     -0.17594130E-02     -0.77240139E-02
     136     -0.11201850E-01     -0.11288839E-01     -0.17842097E-02     -0.77240139E-02
     137     -0.11202662E-01     -0.11288839E-01     -0.18077243E-02     -0.77240139E-02
     138     -0.11203656E-01     -0.11288839E-01     -0.18359672E-02     -0.77240139E-02
     139     -0.11204620E-01     -0.11288839E-01     -0.18634958E-02     -0.77240139E-02
     140     -0.11205624E-01     -0.11288839E-01     -0.18933338E-02     -0.77240139E-02
     141     -0.11206594E-01     -0.11288839E-01     -0.19226272E-02     -0.77240139E-02
     142     -0.11207686E-01     -0.11288839E-01     -0.19552199E-02     -0.77240139E-02
     143     -0.11208645E-01     -0.11288839E-01     -0.19852397E-02     -0.77240139E-02
     144     -0.11209666E-01     -0.11288839E-01     -0.20167996E-02     -0.77240139E-02
     145     -0.11210718E-01     -0.11288839E-01     -0.20503900E-02     -0.77240139E-02
     146     -0.11211722E-01     -0.11288839E-01     -0.20825221E-02     -0.77240139E-02
